policy_expert,t,action_expert,action_type_expert,k_expert,valid_expert,reward_expert,total_reward_expert,time_min_expert,minute_of_day_expert,m1_busy_expert,m2_busy_expert,stock_raw_expert,stock_p1_expert,stock_p2_inter_expert,stock_p2_expert,backlog_p1_expert,backlog_p2_expert,raw_incoming_expert,time_to_next_sell_expert,reward_last_step_expert,reward_week_expert,policy_ppo,action_ppo,action_type_ppo,k_ppo,valid_ppo,reward_ppo,total_reward_ppo,time_min_ppo,minute_of_day_ppo,m1_busy_ppo,m2_busy_ppo,stock_raw_ppo,stock_p1_ppo,stock_p2_inter_ppo,stock_p2_ppo,backlog_p1_ppo,backlog_p2_ppo,raw_incoming_ppo,time_to_next_sell_ppo,reward_last_step_ppo,reward_week_ppo,same_action
expert,0,200,WAIT,0,1,-0.2,-0.2,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,ppo,53,PROD_P2_STEP1,4,1,20.0,20.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,False
expert,10,200,WAIT,0,1,-0.2,-2.1999999999999997,10,10,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5,-0.2,-2.0,ppo,100,PROD_P2_STEP2,1,1,15.0,33.2,10,10,1,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5,-0.2,18.2,False
expert,25,200,WAIT,0,1,-0.2,-5.200000000000002,25,25,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5,-0.2,-5.0,ppo,100,PROD_P2_STEP2,1,1,15.0,45.39999999999999,25,25,1,0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,5,-0.2,30.4,False
expert,30,150,ORDER_RAW,1,1,-1.0,-7.020000000000002,30,30,0,0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.22,-6.02,ppo,200,WAIT,0,1,-0.2,44.39999999999998,30,30,1,1,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0,-0.2,44.6,False
expert,31,50,PROD_P2_STEP1,1,1,5.0,-2.0200000000000022,31,31,0,0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,14,-1.0,-7.02,ppo,200,WAIT,0,1,-0.2,44.199999999999974,31,31,1,1,6.0,0.0,1.0,1.0,0.0,0.0,0.0,14,-0.2,44.4,False
expert,32,150,ORDER_RAW,1,1,-1.0,-3.0200000000000022,32,32,1,0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,13,5.0,-2.02,ppo,200,WAIT,0,1,-0.2,43.99999999999997,32,32,1,1,6.0,0.0,1.0,1.0,0.0,0.0,0.0,13,-0.2,44.2,False
expert,40,200,WAIT,0,1,-0.2,-4.620000000000004,40,40,1,0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,5,-0.2,-4.42,ppo,100,PROD_P2_STEP2,1,1,15.0,57.59999999999995,40,40,0,0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,5,-0.2,42.6,False
expert,41,100,PROD_P2_STEP2,1,1,15.0,10.379999999999995,41,41,0,0,9.0,0.0,1.0,0.0,0.0,1.0,2.0,4,-0.2,-4.62,ppo,1,PROD_P1,2,1,1.0,58.59999999999995,41,41,0,1,6.0,0.0,1.0,2.0,0.0,0.0,0.0,4,15.0,57.6,False
expert,42,50,PROD_P2_STEP1,1,1,5.0,15.379999999999995,42,42,0,1,9.0,0.0,0.0,0.0,0.0,1.0,2.0,3,15.0,10.38,ppo,200,WAIT,0,1,-0.2,58.39999999999995,42,42,1,1,4.0,0.0,1.0,2.0,0.0,0.0,0.0,3,1.0,58.6,False
expert,43,150,ORDER_RAW,1,1,-1.0,14.379999999999995,43,43,1,1,8.0,0.0,0.0,0.0,0.0,1.0,2.0,2,5.0,15.38,ppo,200,WAIT,0,1,-0.2,58.199999999999946,43,43,1,1,4.0,0.0,1.0,2.0,0.0,0.0,0.0,2,-0.2,58.4,False
expert,47,200,WAIT,0,1,-0.2,13.559999999999997,47,47,1,1,8.0,0.0,0.0,0.0,0.0,1.0,3.0,13,-0.2,13.76,ppo,1,PROD_P1,2,1,1.0,58.59999999999994,47,47,0,1,4.0,2.0,1.0,2.0,0.0,0.0,0.0,13,-0.2,57.6,False
expert,52,50,PROD_P2_STEP1,1,1,5.0,17.759999999999998,52,52,0,1,8.0,0.0,1.0,0.0,0.0,1.0,3.0,8,-0.2,12.76,ppo,200,WAIT,0,1,-0.2,57.59999999999992,52,52,1,1,2.0,3.0,1.0,2.0,0.0,0.0,0.0,8,-0.2,57.8,False
expert,53,150,ORDER_RAW,1,1,-1.0,16.759999999999998,53,53,1,1,7.0,0.0,1.0,0.0,0.0,1.0,3.0,7,5.0,17.76,ppo,1,PROD_P1,2,1,1.0,58.59999999999992,53,53,0,1,2.0,4.0,1.0,2.0,0.0,0.0,0.0,7,-0.2,57.6,False
expert,55,200,WAIT,0,1,-0.2,16.36,55,55,1,1,7.0,0.0,1.0,0.0,0.0,1.0,4.0,5,-0.2,16.56,ppo,100,PROD_P2_STEP2,1,1,15.0,73.39999999999992,55,55,1,0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,5,-0.2,58.4,False
expert,56,100,PROD_P2_STEP2,1,1,15.0,31.36,56,56,1,0,7.0,0.0,1.0,1.0,0.0,1.0,4.0,4,-0.2,16.36,ppo,200,WAIT,0,1,-0.2,73.19999999999992,56,56,1,1,0.0,5.0,0.0,3.0,0.0,0.0,0.0,4,15.0,73.4,False
expert,70,200,WAIT,0,1,-0.2,48.559999999999974,70,70,0,1,7.0,0.0,1.0,0.0,0.0,0.0,4.0,5,-0.2,48.76,ppo,164,ORDER_RAW,15,1,-15.0,77.59999999999988,70,70,0,0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5,-0.2,92.6,False
expert,71,100,PROD_P2_STEP2,1,1,15.0,63.559999999999974,71,71,0,0,7.0,0.0,1.0,1.0,0.0,0.0,4.0,4,-0.2,48.56,ppo,200,WAIT,0,1,-0.2,77.39999999999988,71,71,0,0,0.0,5.0,0.0,3.0,0.0,0.0,15.0,4,-15.0,77.6,False
expert,76,200,WAIT,0,1,-0.2,62.55999999999996,76,76,0,1,7.0,0.0,0.0,1.0,0.0,0.0,4.0,14,-0.2,62.76,ppo,164,ORDER_RAW,15,1,-15.0,61.599999999999866,76,76,0,0,0.0,5.0,0.0,3.0,0.0,0.0,15.0,14,-0.2,76.6,False
expert,191,200,WAIT,0,1,-0.2,79.55999999999963,191,191,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4,-0.2,79.76,ppo,53,PROD_P2_STEP1,4,1,20.0,78.79999999999954,191,191,0,0,15.0,5.0,0.0,2.0,0.0,0.0,15.0,4,-0.2,58.8,False
expert,201,200,WAIT,0,1,-0.2,77.5599999999996,201,201,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.2,77.76,ppo,100,PROD_P2_STEP2,1,1,15.0,91.99999999999952,201,201,1,0,26.0,5.0,1.0,2.0,0.0,0.0,0.0,9,-0.2,77.0,False
expert,216,200,WAIT,0,1,-0.2,74.55999999999956,216,216,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.2,74.76,ppo,100,PROD_P2_STEP2,1,1,15.0,126.19999999999948,216,216,1,0,26.0,4.0,1.0,2.0,0.0,0.0,0.0,9,-0.2,111.2,False
expert,231,200,WAIT,0,1,-0.2,71.55999999999952,231,231,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.2,71.76,ppo,100,PROD_P2_STEP2,1,1,15.0,158.39999999999952,231,231,0,0,26.0,4.0,2.0,2.0,0.0,0.0,0.0,9,-0.2,143.4,False
expert,246,200,WAIT,0,1,-0.2,68.55999999999948,246,246,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.2,68.76,ppo,100,PROD_P2_STEP2,1,1,15.0,170.59999999999968,246,246,0,0,26.0,4.0,1.0,3.0,0.0,0.0,0.0,9,-0.2,155.6,False
expert,261,200,WAIT,0,1,-0.2,65.55999999999943,261,261,0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9,-0.2,65.76,ppo,53,PROD_P2_STEP1,4,1,20.0,187.79999999999984,261,261,0,0,26.0,4.0,0.0,4.0,0.0,0.0,0.0,9,-0.2,167.8,False
expert,270,50,PROD_P2_STEP1,1,1,5.0,68.93999999999942,270,270,0,0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.22,63.94,ppo,200,WAIT,0,1,-0.2,185.99999999999994,270,270,1,0,22.0,4.0,0.0,4.0,0.0,0.0,0.0,0,-0.2,186.2,False
expert,271,150,ORDER_RAW,1,1,-1.0,67.93999999999942,271,271,1,0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,14,5.0,68.94,ppo,100,PROD_P2_STEP2,1,1,15.0,200.99999999999994,271,271,1,0,22.0,4.0,1.0,4.0,0.0,0.0,0.0,14,-0.2,186.0,False
expert,280,100,PROD_P2_STEP2,1,1,15.0,81.33999999999939,280,280,0,0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,5,-0.2,66.34,ppo,200,WAIT,0,1,-0.2,199.20000000000005,280,280,1,1,22.0,4.0,0.0,4.0,0.0,0.0,0.0,5,-0.2,199.4,False
expert,281,50,PROD_P2_STEP1,1,1,5.0,86.33999999999939,281,281,0,1,10.0,0.0,0.0,0.0,0.0,1.0,1.0,4,15.0,81.34,ppo,200,WAIT,0,1,-0.2,199.00000000000006,281,281,1,1,22.0,4.0,1.0,4.0,0.0,0.0,0.0,4,-0.2,199.2,False
expert,282,150,ORDER_RAW,1,1,-1.0,85.33999999999939,282,282,1,1,9.0,0.0,0.0,0.0,0.0,1.0,1.0,3,5.0,86.34,ppo,200,WAIT,0,1,-0.2,198.80000000000007,282,282,1,1,22.0,4.0,1.0,4.0,0.0,0.0,0.0,3,-0.2,199.0,False
expert,286,200,WAIT,0,1,-0.2,84.51999999999938,286,286,1,1,9.0,0.0,0.0,0.0,0.0,1.0,2.0,14,-0.2,84.72,ppo,100,PROD_P2_STEP2,1,1,15.0,213.2000000000001,286,286,1,0,22.0,4.0,1.0,5.0,0.0,0.0,0.0,14,-0.2,198.2,False
expert,291,50,PROD_P2_STEP1,1,1,5.0,88.71999999999937,291,291,0,1,9.0,0.0,1.0,0.0,0.0,1.0,2.0,9,-0.2,83.72,ppo,200,WAIT,0,1,-0.2,212.20000000000016,291,291,1,1,22.0,4.0,1.0,5.0,0.0,0.0,0.0,9,-0.2,212.4,False
expert,292,150,ORDER_RAW,1,1,-1.0,87.71999999999937,292,292,1,1,8.0,0.0,1.0,0.0,0.0,1.0,2.0,8,5.0,88.72,ppo,200,WAIT,0,1,-0.2,212.00000000000017,292,292,1,1,22.0,4.0,1.0,5.0,0.0,0.0,0.0,8,-0.2,212.2,False
expert,295,100,PROD_P2_STEP2,1,1,15.0,102.31999999999937,295,295,1,0,8.0,0.0,1.0,1.0,0.0,1.0,3.0,5,-0.2,87.32,ppo,200,WAIT,0,1,-0.2,211.4000000000002,295,295,1,1,22.0,4.0,1.0,5.0,0.0,0.0,0.0,5,-0.2,211.6,False
expert,301,200,WAIT,0,1,-0.2,121.11999999999935,301,301,0,1,8.0,0.0,1.0,0.0,0.0,0.0,3.0,14,-0.2,121.32,ppo,100,PROD_P2_STEP2,1,1,15.0,225.40000000000026,301,301,0,0,22.0,4.0,2.0,6.0,0.0,0.0,0.0,14,-0.2,210.4,False
expert,310,100,PROD_P2_STEP2,1,1,15.0,134.51999999999933,310,310,0,0,8.0,0.0,1.0,1.0,0.0,0.0,3.0,5,-0.2,119.52,ppo,200,WAIT,0,1,-0.2,223.60000000000036,310,310,0,1,22.0,4.0,1.0,6.0,0.0,0.0,0.0,5,-0.2,223.8,False
expert,316,200,WAIT,0,1,-0.2,133.3199999999994,316,316,0,1,8.0,0.0,0.0,1.0,0.0,0.0,3.0,14,-0.2,133.52,ppo,100,PROD_P2_STEP2,1,1,15.0,237.60000000000042,316,316,0,0,22.0,4.0,1.0,7.0,0.0,0.0,0.0,14,-0.2,222.6,False
expert,331,200,WAIT,0,1,-0.2,130.31999999999957,331,331,0,0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,14,-0.2,130.52,ppo,53,PROD_P2_STEP1,4,1,20.0,254.80000000000058,331,331,0,0,22.0,4.0,0.0,8.0,0.0,0.0,0.0,14,-0.2,234.8,False
expert,341,200,WAIT,0,1,-0.2,128.31999999999968,341,341,0,0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,4,-0.2,128.52,ppo,100,PROD_P2_STEP2,1,1,15.0,268.0000000000007,341,341,1,0,18.0,4.0,1.0,8.0,0.0,0.0,0.0,4,-0.2,253.0,False
expert,356,200,WAIT,0,1,-0.2,125.31999999999965,356,356,0,0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,4,-0.2,125.52,ppo,100,PROD_P2_STEP2,1,1,15.0,280.20000000000084,356,356,1,0,18.0,4.0,1.0,9.0,0.0,0.0,0.0,4,-0.2,265.2,False
expert,360,0,PROD_P1,1,1,0.5,145.19999999999965,360,360,0,0,8.0,0.0,0.0,1.0,1.0,0.0,3.0,0,19.78,144.7,ppo,200,WAIT,0,1,-0.2,299.4000000000009,360,360,1,1,18.0,4.0,0.0,8.0,0.0,0.0,0.0,0,19.8,299.6,False
expert,361,150,ORDER_RAW,1,1,-1.0,144.19999999999965,361,361,1,0,7.0,0.0,0.0,1.0,1.0,0.0,3.0,14,0.5,145.2,ppo,200,WAIT,0,1,-0.2,299.2000000000009,361,361,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,14,-0.2,299.4,False
expert,363,0,PROD_P1,1,1,0.5,144.49999999999966,363,363,0,0,7.0,1.0,0.0,1.0,1.0,0.0,4.0,12,-0.2,144.0,ppo,200,WAIT,0,1,-0.2,298.8000000000009,363,363,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,12,-0.2,299.0,False
expert,364,150,ORDER_RAW,1,1,-1.0,143.49999999999966,364,364,1,0,6.0,1.0,0.0,1.0,1.0,0.0,4.0,11,0.5,144.5,ppo,200,WAIT,0,1,-0.2,298.60000000000093,364,364,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,11,-0.2,298.8,False
expert,366,0,PROD_P1,1,1,0.5,143.79999999999967,366,366,0,0,6.0,2.0,0.0,1.0,1.0,0.0,5.0,9,-0.2,143.3,ppo,200,WAIT,0,1,-0.2,298.20000000000095,366,366,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,9,-0.2,298.4,False
expert,367,150,ORDER_RAW,1,1,-1.0,142.79999999999967,367,367,1,0,5.0,2.0,0.0,1.0,1.0,0.0,5.0,8,0.5,143.8,ppo,200,WAIT,0,1,-0.2,298.00000000000097,367,367,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,8,-0.2,298.2,False
expert,369,0,PROD_P1,1,1,0.5,143.09999999999968,369,369,0,0,5.0,3.0,0.0,1.0,1.0,0.0,6.0,6,-0.2,142.6,ppo,200,WAIT,0,1,-0.2,297.600000000001,369,369,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,6,-0.2,297.8,False
expert,370,150,ORDER_RAW,1,1,-1.0,142.09999999999968,370,370,1,0,4.0,3.0,0.0,1.0,1.0,0.0,6.0,5,0.5,143.1,ppo,200,WAIT,0,1,-0.2,297.400000000001,370,370,1,1,18.0,4.0,1.0,8.0,0.0,0.0,0.0,5,-0.2,297.6,False
expert,371,200,WAIT,0,1,-0.2,141.8999999999997,371,371,1,0,4.0,3.0,0.0,1.0,1.0,0.0,7.0,4,-1.0,142.1,ppo,100,PROD_P2_STEP2,1,1,15.0,312.400000000001,371,371,0,0,18.0,4.0,2.0,9.0,0.0,0.0,0.0,4,-0.2,297.4,False
expert,372,0,PROD_P1,1,1,0.5,142.3999999999997,372,372,0,0,4.0,4.0,0.0,1.0,1.0,0.0,7.0,3,-0.2,141.9,ppo,200,WAIT,0,1,-0.2,312.200000000001,372,372,0,1,18.0,4.0,1.0,9.0,0.0,0.0,0.0,3,15.0,312.4,False
expert,373,150,ORDER_RAW,1,1,-1.0,141.3999999999997,373,373,1,0,3.0,4.0,0.0,1.0,1.0,0.0,7.0,2,0.5,142.4,ppo,200,WAIT,0,1,-0.2,312.000000000001,373,373,0,1,18.0,4.0,1.0,9.0,0.0,0.0,0.0,2,-0.2,312.2,False
expert,386,200,WAIT,0,1,-0.2,140.79999999999984,386,386,0,0,3.0,4.0,0.0,1.0,0.0,0.0,8.0,4,-0.2,141.0,ppo,100,PROD_P2_STEP2,1,1,15.0,324.60000000000116,386,386,0,0,18.0,4.0,1.0,10.0,0.0,0.0,0.0,4,-0.2,309.6,False
expert,401,200,WAIT,0,1,-0.2,137.8,401,401,0,0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,4,-0.2,138.0,ppo,53,PROD_P2_STEP1,4,1,20.0,341.8000000000013,401,401,0,0,18.0,4.0,0.0,11.0,0.0,0.0,0.0,4,-0.2,321.8,False
expert,411,200,WAIT,0,1,-0.2,135.80000000000013,411,411,0,0,6.0,4.0,0.0,1.0,0.0,0.0,5.0,9,-0.2,136.0,ppo,100,PROD_P2_STEP2,1,1,15.0,355.0000000000014,411,411,1,0,14.0,4.0,1.0,11.0,0.0,0.0,0.0,9,-0.2,340.0,False
expert,426,200,WAIT,0,1,-0.2,152.8000000000003,426,425,0,0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,9,-0.2,153.0,ppo,100,PROD_P2_STEP2,1,1,15.0,367.2000000000016,426,425,1,0,14.0,4.0,1.0,12.0,0.0,0.0,0.0,9,-0.2,352.2,False
expert,441,200,WAIT,0,1,-0.2,149.80000000000047,441,441,0,0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,9,-0.2,150.0,ppo,100,PROD_P2_STEP2,1,1,15.0,399.40000000000174,441,441,0,0,14.0,4.0,2.0,12.0,0.0,0.0,0.0,9,-0.2,384.4,False
expert,456,200,WAIT,0,1,-0.2,146.80000000000064,456,456,0,0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,9,-0.2,147.0,ppo,100,PROD_P2_STEP2,1,1,15.0,411.6000000000019,456,456,0,0,14.0,4.0,1.0,13.0,0.0,0.0,0.0,9,-0.2,396.6,False
expert,465,50,PROD_P2_STEP1,1,1,5.0,150.18000000000072,465,465,0,0,6.0,4.0,0.0,0.0,0.0,1.0,5.0,0,-0.22,145.18,ppo,200,WAIT,0,1,-0.2,409.800000000002,465,465,0,1,14.0,4.0,0.0,13.0,0.0,0.0,0.0,0,-0.2,410.0,False
expert,466,150,ORDER_RAW,1,1,-1.0,149.18000000000072,466,466,1,0,5.0,4.0,0.0,0.0,0.0,1.0,5.0,14,5.0,150.18,ppo,200,WAIT,0,1,-0.2,409.600000000002,466,466,0,1,14.0,4.0,0.0,13.0,0.0,0.0,0.0,14,-0.2,409.8,False
expert,471,200,WAIT,0,1,-0.2,148.18000000000077,471,470,1,0,5.0,4.0,0.0,0.0,0.0,1.0,6.0,9,-0.2,148.38,ppo,53,PROD_P2_STEP1,4,1,20.0,428.80000000000206,471,470,0,0,14.0,4.0,0.0,14.0,0.0,0.0,0.0,9,-0.2,408.8,False
expert,475,100,PROD_P2_STEP2,1,1,15.0,162.5800000000008,475,475,0,0,5.0,4.0,1.0,0.0,0.0,1.0,6.0,5,-0.2,147.58,ppo,200,WAIT,0,1,-0.2,428.0000000000021,475,475,1,0,10.0,4.0,0.0,14.0,0.0,0.0,0.0,5,-0.2,428.2,False
expert,476,50,PROD_P2_STEP1,1,1,5.0,167.5800000000008,476,476,0,1,5.0,4.0,0.0,0.0,0.0,1.0,6.0,4,15.0,162.58,ppo,200,WAIT,0,1,-0.2,427.8000000000021,476,476,1,0,10.0,4.0,0.0,14.0,0.0,0.0,0.0,4,-0.2,428.0,False
expert,477,150,ORDER_RAW,1,1,-1.0,166.5800000000008,477,477,1,1,4.0,4.0,0.0,0.0,0.0,1.0,6.0,3,5.0,167.58,ppo,200,WAIT,0,1,-0.2,427.6000000000021,477,477,1,0,10.0,4.0,0.0,14.0,0.0,0.0,0.0,3,-0.2,427.8,False
expert,481,200,WAIT,0,1,-0.2,165.76000000000084,481,481,1,1,5.0,4.0,0.0,0.0,0.0,1.0,6.0,14,-0.2,165.96,ppo,100,PROD_P2_STEP2,1,1,15.0,464.00000000000216,481,481,1,0,10.0,3.0,1.0,13.0,0.0,0.0,0.0,14,-0.2,449.0,False
expert,486,50,PROD_P2_STEP1,1,1,5.0,169.9600000000009,486,486,0,1,6.0,4.0,1.0,0.0,0.0,1.0,5.0,9,-0.2,164.96,ppo,200,WAIT,0,1,-0.2,463.0000000000022,486,486,1,1,10.0,3.0,0.0,13.0,0.0,0.0,0.0,9,-0.2,463.2,False
expert,487,150,ORDER_RAW,1,1,-1.0,168.9600000000009,487,486,1,1,5.0,4.0,1.0,0.0,0.0,1.0,5.0,8,5.0,169.96,ppo,200,WAIT,0,1,-0.2,462.8000000000022,487,486,1,1,10.0,3.0,0.0,13.0,0.0,0.0,0.0,8,-0.2,463.0,False
expert,490,100,PROD_P2_STEP2,1,1,15.0,183.5600000000009,490,490,1,0,7.0,4.0,1.0,1.0,0.0,1.0,4.0,5,-0.2,168.56,ppo,200,WAIT,0,1,-0.2,462.20000000000226,490,490,1,1,10.0,3.0,0.0,13.0,0.0,0.0,0.0,5,-0.2,462.4,False
expert,495,150,ORDER_RAW,1,1,-1.0,207.72000000000094,495,495,1,1,8.0,1.0,0.0,0.0,0.0,2.0,3.0,0,25.76,208.72,ppo,200,WAIT,0,1,-0.2,481.2000000000023,495,495,1,1,10.0,3.0,1.0,12.0,0.0,0.0,0.0,0,19.8,481.4,False
expert,496,50,PROD_P2_STEP1,1,1,5.0,212.72000000000094,496,496,0,1,8.0,1.0,1.0,0.0,0.0,2.0,4.0,14,-1.0,207.72,ppo,100,PROD_P2_STEP2,1,1,15.0,496.2000000000023,496,496,1,0,10.0,3.0,1.0,13.0,0.0,0.0,0.0,14,-0.2,481.2,False
expert,497,150,ORDER_RAW,1,1,-1.0,211.72000000000094,497,496,1,1,7.0,1.0,1.0,0.0,0.0,2.0,4.0,13,5.0,212.72,ppo,200,WAIT,0,1,-0.2,496.00000000000233,497,496,1,1,10.0,3.0,0.0,13.0,0.0,0.0,0.0,13,15.0,496.2,False
expert,505,100,PROD_P2_STEP2,1,1,15.0,225.32000000000102,505,505,1,0,7.0,1.0,1.0,1.0,0.0,2.0,5.0,5,-0.2,210.32,ppo,200,WAIT,0,1,-0.2,494.4000000000024,505,505,1,1,10.0,3.0,1.0,13.0,0.0,0.0,0.0,5,-0.2,494.6,False
expert,506,50,PROD_P2_STEP1,1,1,5.0,230.32000000000102,506,506,0,1,7.0,1.0,1.0,1.0,0.0,2.0,5.0,4,15.0,225.32,ppo,200,WAIT,0,1,-0.2,494.20000000000243,506,506,1,1,10.0,3.0,1.0,13.0,0.0,0.0,0.0,4,-0.2,494.4,False
expert,507,150,ORDER_RAW,1,1,-1.0,229.32000000000102,507,507,1,1,6.0,1.0,1.0,1.0,0.0,2.0,5.0,3,5.0,230.32,ppo,200,WAIT,0,1,-0.2,494.00000000000244,507,507,1,1,10.0,3.0,1.0,13.0,0.0,0.0,0.0,3,-0.2,494.2,False
expert,511,200,WAIT,0,1,-0.2,248.48000000000104,511,511,1,1,6.0,1.0,1.0,0.0,0.0,2.0,6.0,14,-0.2,248.68,ppo,100,PROD_P2_STEP2,1,1,15.0,508.4000000000025,511,511,0,0,10.0,3.0,2.0,14.0,0.0,0.0,0.0,14,-0.2,493.4,False
expert,516,50,PROD_P2_STEP1,1,1,5.0,252.6800000000011,516,516,0,1,6.0,1.0,2.0,0.0,0.0,2.0,6.0,9,-0.2,247.68,ppo,200,WAIT,0,1,-0.2,507.40000000000254,516,516,0,1,10.0,3.0,1.0,14.0,0.0,0.0,0.0,9,-0.2,507.6,False
expert,517,150,ORDER_RAW,1,1,-1.0,251.6800000000011,517,517,1,1,5.0,1.0,2.0,0.0,0.0,2.0,6.0,8,5.0,252.68,ppo,200,WAIT,0,1,-0.2,507.20000000000255,517,517,0,1,10.0,3.0,1.0,14.0,0.0,0.0,0.0,8,-0.2,507.4,False
expert,520,100,PROD_P2_STEP2,1,1,15.0,266.2800000000011,520,520,1,0,5.0,1.0,2.0,1.0,0.0,2.0,7.0,5,-0.2,251.28,ppo,200,WAIT,0,1,-0.2,506.6000000000026,520,520,0,1,10.0,3.0,1.0,14.0,0.0,0.0,0.0,5,-0.2,506.8,False
expert,525,150,ORDER_RAW,1,1,-1.0,286.42000000000115,525,525,1,1,5.0,0.0,1.0,0.0,1.0,2.0,7.0,0,21.74,287.42,ppo,200,WAIT,0,1,-0.2,549.6000000000025,525,525,0,1,10.0,1.0,1.0,12.0,0.0,0.0,0.0,0,43.8,549.8,False
expert,526,50,PROD_P2_STEP1,1,1,5.0,291.42000000000115,526,526,0,1,5.0,0.0,2.0,0.0,1.0,2.0,8.0,14,-1.0,286.42,ppo,100,PROD_P2_STEP2,1,1,15.0,564.6000000000025,526,526,0,0,10.0,1.0,1.0,13.0,0.0,0.0,0.0,14,-0.2,549.6,False
expert,527,150,ORDER_RAW,1,1,-1.0,290.42000000000115,527,527,1,1,4.0,0.0,2.0,0.0,1.0,2.0,8.0,13,5.0,291.42,ppo,1,PROD_P1,2,1,1.0,565.6000000000025,527,527,0,1,10.0,1.0,0.0,13.0,0.0,0.0,0.0,13,15.0,564.6,False
expert,535,100,PROD_P2_STEP2,1,1,15.0,304.02000000000123,535,535,1,0,4.0,0.0,2.0,1.0,1.0,2.0,9.0,5,-0.2,289.02,ppo,200,WAIT,0,1,-0.2,564.0000000000022,535,535,0,1,8.0,3.0,0.0,13.0,0.0,0.0,0.0,5,-0.2,564.2,False
expert,536,50,PROD_P2_STEP1,1,1,5.0,309.02000000000123,536,536,0,1,4.0,0.0,2.0,1.0,1.0,2.0,9.0,4,15.0,304.02,ppo,200,WAIT,0,1,-0.2,563.8000000000021,536,536,0,1,8.0,3.0,0.0,13.0,0.0,0.0,0.0,4,-0.2,564.0,False
expert,537,150,ORDER_RAW,1,1,-1.0,308.02000000000123,537,537,1,1,3.0,0.0,2.0,1.0,1.0,2.0,9.0,3,5.0,309.02,ppo,200,WAIT,0,1,-0.2,563.6000000000021,537,537,0,1,8.0,3.0,0.0,13.0,0.0,0.0,0.0,3,-0.2,563.8,False
expert,541,200,WAIT,0,1,-0.2,327.18000000000126,541,541,1,1,3.0,0.0,2.0,0.0,1.0,1.0,10.0,14,-0.2,327.38,ppo,53,PROD_P2_STEP1,4,1,20.0,605.0000000000019,541,541,0,0,8.0,2.0,0.0,13.0,0.0,0.0,0.0,14,-0.2,585.0,False
expert,546,50,PROD_P2_STEP1,1,1,5.0,331.3800000000013,546,546,0,1,3.0,0.0,3.0,0.0,1.0,1.0,10.0,9,-0.2,326.38,ppo,200,WAIT,0,1,-0.2,604.0000000000017,546,546,1,0,4.0,2.0,0.0,13.0,0.0,0.0,0.0,9,-0.2,604.2,False
expert,550,100,PROD_P2_STEP2,1,1,15.0,345.78000000000134,550,550,1,0,2.0,0.0,3.0,1.0,1.0,1.0,10.0,5,-0.2,330.78,ppo,200,WAIT,0,1,-0.2,603.2000000000015,550,550,1,0,4.0,2.0,0.0,13.0,0.0,0.0,0.0,5,-0.2,603.4,False
expert,556,50,PROD_P2_STEP1,1,1,5.0,369.7400000000014,556,556,0,1,2.0,0.0,3.0,0.0,1.0,1.0,10.0,14,-0.2,364.74,ppo,100,PROD_P2_STEP2,1,1,15.0,637.2000000000013,556,556,1,0,4.0,2.0,1.0,12.0,0.0,0.0,0.0,14,-0.2,622.2,False
